steps: 30, adversary: RedMeanderAgent, mean: -5.6366, standard deviation 1.3188023656635133
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.191.192/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.191.199'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.191.202'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.191.194'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.191.204'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.191.193'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.191.193'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.241.157'), ('Restore User3', 'ExploitRemoteService 10.0.191.199'), ('Analyse User1', 'ExploitRemoteService 10.0.191.202'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.191.204'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.241.157'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.157'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.198.112/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.198.120'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.198.115'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.198.124'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.198.113'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.198.118'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.198.113'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.241.41'), ('Restore User1', 'ExploitRemoteService 10.0.198.115'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.241.39'), ('Analyse User4', 'ExploitRemoteService 10.0.198.124'), ('Analyse User4', 'ExploitRemoteService 10.0.241.41'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.118'), ('Analyse User1', 'ExploitRemoteService 10.0.241.41'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.41'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.198.118'), ('Analyse User1', 'ExploitRemoteService 10.0.198.118'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.241.39'), ('Analyse User1', 'ExploitRemoteService 10.0.241.39'), ('Analyse User1', 'ExploitRemoteService 10.0.198.118'), ('Analyse User1', 'ExploitRemoteService 10.0.198.118'), ('Analyse User1', 'ExploitRemoteService 10.0.241.41'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.41'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.198.118'), ('Restore User2', 'PrivilegeEscalate User2')], total reward: -5.6
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.99.224/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.99.227'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.99.237'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.99.236'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.99.225'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.99.226'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.99.225'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.74.115'), ('Restore User4', 'ExploitRemoteService 10.0.99.226'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.74.119'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.99.237'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.74.115'), ('Analyse User4', 'ExploitRemoteService 10.0.74.115'), ('Analyse User4', 'ExploitRemoteService 10.0.74.119'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.74.119'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.99.236'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.99.227'), ('Analyse User1', 'ExploitRemoteService 10.0.74.115'), ('Analyse User1', 'ExploitRemoteService 10.0.99.236'), ('Analyse User1', 'ExploitRemoteService 10.0.74.115'), ('Analyse User1', 'ExploitRemoteService 10.0.74.115'), ('Analyse User1', 'ExploitRemoteService 10.0.99.236'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.74.115')], total reward: -6.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.43.0/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.43.3'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.43.7'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.43.2'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.43.5'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.43.14'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.43.3'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.43.5'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.10.45'), ('Restore User3', 'ExploitRemoteService 10.0.43.2'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.43.3'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.10.45'), ('Analyse User1', 'ExploitRemoteService 10.0.10.45'), ('Analyse User1', 'ExploitRemoteService 10.0.43.7'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.10.34'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.43.14'), ('Analyse User1', 'ExploitRemoteService 10.0.10.34'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.43.3'), ('Analyse User1', 'ExploitRemoteService 10.0.10.34'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.10.34'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.43.3'), ('Analyse User1', 'ExploitRemoteService 10.0.10.45'), ('Analyse User1', 'ExploitRemoteService 10.0.10.45')], total reward: -8.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.111.192/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.111.202'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.111.196'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.111.201'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.111.197'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.111.194'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.111.202'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.111.197'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.111.194'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.105.39'), ('Restore User1', 'ExploitRemoteService 10.0.105.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.111.196'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.105.42'), ('Analyse User1', 'ExploitRemoteService 10.0.111.197'), ('Analyse User1', 'ExploitRemoteService 10.0.111.201'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.105.42'), ('Analyse User1', 'ExploitRemoteService 10.0.105.42'), ('Analyse User1', 'ExploitRemoteService 10.0.105.42'), ('Analyse User1', 'ExploitRemoteService 10.0.105.42'), ('Analyse User1', 'ExploitRemoteService 10.0.105.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.105.42'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.105.39'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.111.197'), ('Analyse User1', 'ExploitRemoteService 10.0.111.197'), ('Analyse User1', 'ExploitRemoteService 10.0.105.39')], total reward: -4.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.115.80/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.115.92'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.115.91'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.115.82'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.115.83'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.115.89'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.115.92'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.217.41'), ('Restore User1', 'ExploitRemoteService 10.0.115.89'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'DiscoverNetworkServices 10.0.217.34'), ('Analyse User4', 'ExploitRemoteService 10.0.115.82'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.115.83'), ('Analyse User4', 'ExploitRemoteService 10.0.217.41'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.34'), ('Analyse User1', 'ExploitRemoteService 10.0.115.91'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.115.91'), ('Analyse User1', 'ExploitRemoteService 10.0.115.91'), ('Analyse User1', 'ExploitRemoteService 10.0.217.41'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.115.91'), ('Analyse User1', 'ExploitRemoteService 10.0.217.41'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.217.41'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.115.91'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.217.34'), ('Analyse User1', 'ExploitRemoteService 10.0.217.41')], total reward: -5.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.54.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.54.179'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.54.180'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.54.182'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.54.177'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.54.189'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.54.189'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.61.76'), ('Restore User4', 'ExploitRemoteService 10.0.54.177'), ('Analyse User1', 'ExploitRemoteService 10.0.61.76'), ('Analyse User1', 'ExploitRemoteService 10.0.54.182'), ('Analyse User1', 'ExploitRemoteService 10.0.54.180'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.61.72'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.61.76'), ('Analyse User1', 'ExploitRemoteService 10.0.54.177'), ('Analyse User1', 'ExploitRemoteService 10.0.61.72'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.61.76'), ('Analyse User1', 'ExploitRemoteService 10.0.61.72'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.54.177'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.61.72'), ('Analyse User1', 'ExploitRemoteService 10.0.54.179'), ('Analyse User1', 'ExploitRemoteService 10.0.54.179'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.61.72')], total reward: -7.699999999999999
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.139.208/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.139.217'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.139.222'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.139.221'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.139.213'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.139.220'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.139.220'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.139.217'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.117.220'), ('Restore User1', 'ExploitRemoteService 10.0.117.220'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.139.213'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.139.213'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.117.220'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.139.221'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.117.221'), ('Analyse User1', 'ExploitRemoteService 10.0.117.221'), ('Analyse User1', 'ExploitRemoteService 10.0.117.221'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.139.213'), ('Analyse User1', 'ExploitRemoteService 10.0.117.221'), ('Analyse User1', 'ExploitRemoteService 10.0.117.220'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.139.213'), ('Analyse User1', 'ExploitRemoteService 10.0.139.222'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.117.220'), ('Analyse User1', 'ExploitRemoteService 10.0.139.213'), ('Analyse User1', 'ExploitRemoteService 10.0.117.221')], total reward: -4.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.99.144/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.99.153'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.99.156'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.99.146'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.99.157'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.99.152'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.99.157'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.8.132'), ('Restore User1', 'ExploitRemoteService 10.0.99.146'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.8.138'), ('Analyse User4', 'ExploitRemoteService 10.0.99.156'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.99.152'), ('Analyse User4', 'ExploitRemoteService 10.0.99.153'), ('Analyse User1', 'ExploitRemoteService 10.0.8.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.99.153'), ('Analyse User1', 'ExploitRemoteService 10.0.8.138'), ('Analyse User1', 'ExploitRemoteService 10.0.8.132'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.8.138'), ('Analyse User1', 'ExploitRemoteService 10.0.8.138'), ('Analyse User1', 'ExploitRemoteService 10.0.8.138'), ('Analyse User1', 'ExploitRemoteService 10.0.8.132'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.8.138'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.99.153'), ('Analyse User1', 'ExploitRemoteService 10.0.99.153')], total reward: -5.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.91.0/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.91.3'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.91.10'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.91.7'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.91.11'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.91.4'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.91.11'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.170.18'), ('Restore User3', 'ExploitRemoteService 10.0.170.18'), ('Analyse User1', 'ExploitRemoteService 10.0.91.7'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.91.10'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.170.17'), ('Restore User1', 'ExploitRemoteService 10.0.170.18'), ('Analyse User4', 'ExploitRemoteService 10.0.91.7'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.170.17'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.91.4'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.170.17'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.91.3'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.170.18'), ('Analyse User4', 'ExploitRemoteService 10.0.170.17'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.170.17'), ('Analyse User1', 'ExploitRemoteService 10.0.91.7'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.170.18'), ('Analyse User4', 'ExploitRemoteService 10.0.170.18'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.170.18')], total reward: -4.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.231.96/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.231.101'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.231.99'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.231.104'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.231.107'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.231.110'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.231.107'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.231.99'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.209.243'), ('Restore User3', 'ExploitRemoteService 10.0.231.107'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.231.107'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.231.104'), ('Analyse User1', 'ExploitRemoteService 10.0.231.107'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.231.110'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.209.247'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.209.243'), ('Analyse User1', 'ExploitRemoteService 10.0.231.101'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.209.243'), ('Analyse User1', 'ExploitRemoteService 10.0.209.243'), ('Analyse User1', 'ExploitRemoteService 10.0.209.243'), ('Analyse User1', 'ExploitRemoteService 10.0.231.107'), ('Analyse User1', 'ExploitRemoteService 10.0.231.107'), ('Analyse User1', 'ExploitRemoteService 10.0.209.247'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.231.107'), ('Analyse User1', 'ExploitRemoteService 10.0.231.107'), ('Analyse User1', 'ExploitRemoteService 10.0.209.243')], total reward: -3.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.65.208/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.65.215'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.65.219'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.65.220'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.65.221'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.65.210'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.65.210'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.21.118'), ('Restore User4', 'ExploitRemoteService 10.0.65.221'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.21.123'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.118'), ('Analyse User4', 'ExploitRemoteService 10.0.65.215'), ('Analyse User4', 'ExploitRemoteService 10.0.65.220'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'ExploitRemoteService 10.0.65.219'), ('Analyse User1', 'ExploitRemoteService 10.0.65.219'), ('Analyse User1', 'ExploitRemoteService 10.0.65.219'), ('Analyse User1', 'ExploitRemoteService 10.0.21.123'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.123'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.65.219'), ('Analyse User1', 'ExploitRemoteService 10.0.21.118'), ('Analyse User1', 'ExploitRemoteService 10.0.21.118'), ('Analyse User1', 'ExploitRemoteService 10.0.21.118'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.21.118'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0')], total reward: -7.6
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.11.224/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.11.234'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.11.232'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.11.225'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.11.236'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.11.231'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.11.236'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.11.225'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.41.222'), ('Analyse User1', 'ExploitRemoteService 10.0.11.232'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.41.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.11.231'), ('Analyse User1', 'ExploitRemoteService 10.0.41.222'), ('Analyse User1', 'ExploitRemoteService 10.0.41.218'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.41.222'), ('Analyse User1', 'ExploitRemoteService 10.0.41.222'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.41.218'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.41.218'), ('Analyse User1', 'ExploitRemoteService 10.0.41.222'), ('Analyse User1', 'ExploitRemoteService 10.0.11.236'), ('Analyse User1', 'ExploitRemoteService 10.0.41.222'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.11.236'), ('Analyse User1', 'ExploitRemoteService 10.0.11.234'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User3')], total reward: -6.399999999999999
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.118.16/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.118.24'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.118.30'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.118.25'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.118.23'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.118.29'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.118.25'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.123.119'), ('Restore User3', 'ExploitRemoteService 10.0.118.23'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.123.119'), ('Analyse User1', 'ExploitRemoteService 10.0.118.24'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.118.29'), ('Analyse User1', 'ExploitRemoteService 10.0.118.30'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.123.114'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.123.114'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.123.114'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.123.119'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.118.24'), ('Analyse User1', 'ExploitRemoteService 10.0.118.24'), ('Analyse User1', 'ExploitRemoteService 10.0.118.24'), ('Analyse User1', 'ExploitRemoteService 10.0.123.114'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.123.119'), ('Analyse User1', 'ExploitRemoteService 10.0.123.114'), ('Analyse User1', 'ExploitRemoteService 10.0.123.119')], total reward: -6.7
