steps: 30, adversary: B_lineAgent, mean: -4.4346, standard deviation 2.402310124428968
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.120.158'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.120.144/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.155'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.155'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.120.144/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.120.155')], total reward: -6.799999999999999
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.172.0/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.172.4'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.172.4'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.207.228'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.207.228'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.172.4'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.172.4'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User4'), ('Remove User4', 'DiscoverNetworkServices 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.172.4'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.172.4'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.172.4'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.172.4'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.207.228'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.207.228')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.237.48/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.237.55'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.237.55'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.167.53'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.55'), ('Remove User4', 'ExploitRemoteService 10.0.237.55'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.55'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.55'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.55'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.55'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.167.53'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.55'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.167.53')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.204.96/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.204.109'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.204.109'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.237.141'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.237.141'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.204.109'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.141'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.141'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.237.128/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.137'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.137'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.141'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.237.128/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.237.137'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.137'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.141'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.204.109'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.141'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.141'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.204.109'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.141'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.141'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.204.109'), ('Analyse User2', 'PrivilegeEscalate User1')], total reward: -7.799999999999994
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.249.48/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.249.56'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.249.56'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.68.43'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.249.56'), ('Remove User4', 'ExploitRemoteService 10.0.249.56'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.249.56'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.249.56'), ('Remove User4', 'ExploitRemoteService 10.0.249.56'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.249.56'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.249.56'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.43'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.249.56'), ('Analyse User1', 'PrivilegeEscalate User3')], total reward: -2.700000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.40.192/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.40.195'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.40.195'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.194.51'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.194.51'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.40.195')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.103.16/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.103.30'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.103.30'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.208.120'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.30'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.30'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.30'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.30'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.30'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.103.30'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.208.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.208.120')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.32.32/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.32.42'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.32.42'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.0.169'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.0.169'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.32.42'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.0.169'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.0.169'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.32.42'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.0.169'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.0.169'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.0.160/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.0.166'), ('Analyse User1', 'ExploitRemoteService 10.0.0.166'), ('Analyse User1', 'ExploitRemoteService 10.0.0.169'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.32.42'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.0.169'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.0.169'), ('DecoySSHD User3', 'ExploitRemoteService 10.0.32.42'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.0.169'), ('Analyse User1', 'ExploitRemoteService 10.0.0.169'), ('Analyse User1', 'ExploitRemoteService 10.0.32.42'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.0.169')], total reward: -4.799999999999997
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.126.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.126.190'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.126.190'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.177.19'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.177.19'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.126.190'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.126.190'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.126.190'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.126.190'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.126.190'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.177.19'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.177.19'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.126.190')], total reward: -1.3
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.12.192/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.12.194'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.12.194'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.12.194'), ('DecoyVsftpd Enterprise0', 'PrivilegeEscalate User3'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.120.246'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.12.194'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.12.194'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.12.194'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.12.194'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.12.194'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.246'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.12.194'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.120.246')], total reward: -2.700000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.76.0/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.76.8'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.76.8'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.22.50'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.22.50'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.76.8'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.22.50'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.22.50'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.76.8'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.22.50'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.22.50'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.22.48/28'), ('Remove User4', 'DiscoverNetworkServices 10.0.22.55'), ('Analyse User1', 'ExploitRemoteService 10.0.22.55'), ('Analyse User1', 'ExploitRemoteService 10.0.22.50'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.76.8'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.22.50'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.22.50'), ('DecoySSHD User3', 'ExploitRemoteService 10.0.76.8'), ('DecoyApache Enterprise0', 'ExploitRemoteService 10.0.76.8'), ('Remove User4', 'ExploitRemoteService 10.0.76.8'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.22.50'), ('Analyse User1', 'ExploitRemoteService 10.0.22.50'), ('Analyse User1', 'ExploitRemoteService 10.0.76.8')], total reward: -4.799999999999997
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.42.144/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.42.154'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.42.154'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.246.120'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.246.120'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.42.154'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User4'), ('Remove User4', 'DiscoverNetworkServices 10.0.246.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.246.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.154'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.246.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.246.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.154'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.246.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.246.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.154'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.246.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.246.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.154'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.246.120'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.246.120'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.246.112/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.246.119'), ('Analyse User1', 'ExploitRemoteService 10.0.246.119')], total reward: -4.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.93.160/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.93.163'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.93.163'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.180.238'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.180.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.93.163'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.180.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.180.238'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.180.224/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.180.230'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.180.230'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.180.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.93.163'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Restore Enterprise1', 'DiscoverNetworkServices 10.0.180.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.180.238'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.180.224/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.180.230'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.180.230'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.180.238'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.180.224/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.180.230'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.180.230'), ('Analyse User2', 'ExploitRemoteService 10.0.180.238'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -10.799999999999997
